name,meeting_date,calendar_link,meeting_time,meeting_location,meeting_details,agenda,minutes,video,eComment
"Special Concurrent Meeting of the Oakland Redevelopment Successor Agency / City Council / Geologic Hazard Abatement District Board", "7/24/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=613994&GUID=396861D8-D932-4ECA-BD9A-3F98489C6E33", "3:00 PM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=613994&GUID=396861D8-D932-4ECA-BD9A-3F98489C6E33&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=613994&GUID=396861D8-D932-4ECA-BD9A-3F98489C6E33", "https://oakland.legistar.com/View.ashx?M=M&ID=613994&GUID=396861D8-D932-4ECA-BD9A-3F98489C6E33", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2819&Mode2=Video", "None"
"Rules & Legislation Committee", "7/19/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=613314&GUID=412E0ACF-C2A0-4CCC-A752-D999B8055C51", "10:45 AM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=613314&GUID=412E0ACF-C2A0-4CCC-A752-D999B8055C51&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=613314&GUID=412E0ACF-C2A0-4CCC-A752-D999B8055C51", "https://oakland.legistar.com/View.ashx?M=M&ID=613314&GUID=412E0ACF-C2A0-4CCC-A752-D999B8055C51", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2815&Mode2=Video", "None"
"Special Public Safety Committee", "7/17/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=613318&GUID=32CF8100-288B-4DD1-B31E-87EBC9F6115B", "6:00 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=613318&GUID=32CF8100-288B-4DD1-B31E-87EBC9F6115B&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=613318&GUID=32CF8100-288B-4DD1-B31E-87EBC9F6115B", "https://oakland.legistar.com/View.ashx?M=M&ID=613318&GUID=32CF8100-288B-4DD1-B31E-87EBC9F6115B", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2813&Mode2=Video", "None"
"Special Life Enrichment Committee", "7/17/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=613313&GUID=2EE52ABF-2E67-4504-B1E0-6495E880587F", "4:00 PM", "Sgt. Mark Dunakin Room - 1st Floor AT THE CALL OF THE CHAIR, THIS MEETING WAS CANCELLED", "https://oakland.legistar.com/MeetingDetail.aspx?ID=613313&GUID=2EE52ABF-2E67-4504-B1E0-6495E880587F&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=613313&GUID=2EE52ABF-2E67-4504-B1E0-6495E880587F", "None", "None", "None"
" Special Concurrent Meeting of the Oakland Redevelopment Successor Agency and Community & Economic Development Committee", "7/17/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=613317&GUID=77494A01-F470-47E1-A136-EAC24A01BFDD", "11:30 AM", "Council Chambers - 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=613317&GUID=77494A01-F470-47E1-A136-EAC24A01BFDD&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=613317&GUID=77494A01-F470-47E1-A136-EAC24A01BFDD", "https://oakland.legistar.com/View.ashx?M=M&ID=613317&GUID=77494A01-F470-47E1-A136-EAC24A01BFDD", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2812&Mode2=Video", "None"
"Special Public Works Committee", "7/17/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=613312&GUID=9904B8F0-2522-440E-A436-EAF55D35FCDF", "10:00 AM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=613312&GUID=9904B8F0-2522-440E-A436-EAF55D35FCDF&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=613312&GUID=9904B8F0-2522-440E-A436-EAF55D35FCDF", "https://oakland.legistar.com/View.ashx?M=M&ID=613312&GUID=9904B8F0-2522-440E-A436-EAF55D35FCDF", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2811&Mode2=Video", "None"
"Special Finance & Management Committee", "7/17/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=613316&GUID=A5A539EE-F31E-4701-90E8-5988B17D828A", "9:00 AM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=613316&GUID=A5A539EE-F31E-4701-90E8-5988B17D828A&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=613316&GUID=A5A539EE-F31E-4701-90E8-5988B17D828A", "https://oakland.legistar.com/View.ashx?M=M&ID=613316&GUID=A5A539EE-F31E-4701-90E8-5988B17D828A", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2810&Mode2=Video", "None"
"Rules & Legislation Committee", "7/12/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=612973&GUID=86D73CC3-5395-4892-94DE-B6B44BD4767E", "10:45 AM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=612973&GUID=86D73CC3-5395-4892-94DE-B6B44BD4767E&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=612973&GUID=86D73CC3-5395-4892-94DE-B6B44BD4767E", "https://oakland.legistar.com/View.ashx?M=M&ID=612973&GUID=86D73CC3-5395-4892-94DE-B6B44BD4767E", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2807&Mode2=Video", "None"
"Special Concurrent Meeting of the Oakland Redevelopment Successor Agency/City Council", "7/10/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=612972&GUID=B5BA5A96-20D8-4FE4-82A0-2CD27279BDD9", "5:30 PM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=612972&GUID=B5BA5A96-20D8-4FE4-82A0-2CD27279BDD9&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=612972&GUID=B5BA5A96-20D8-4FE4-82A0-2CD27279BDD9", "https://oakland.legistar.com/View.ashx?M=M&ID=612972&GUID=B5BA5A96-20D8-4FE4-82A0-2CD27279BDD9", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2803&Mode2=Video", "None"
"Rules & Legislation Committee", "7/5/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=611810&GUID=28FD2B6E-5034-4658-A524-07D6D6F910E2", "10:45 AM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=611810&GUID=28FD2B6E-5034-4658-A524-07D6D6F910E2&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=611810&GUID=28FD2B6E-5034-4658-A524-07D6D6F910E2", "https://oakland.legistar.com/View.ashx?M=M&ID=611810&GUID=28FD2B6E-5034-4658-A524-07D6D6F910E2", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2797&Mode2=Video", "None"
"Meeting of the Oakland City Council - CANCELLATION", "7/3/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=611809&GUID=82187667-7B35-4BEE-BDDF-2860B8023CFA", "5:30 PM", "City Council Chamber, 3rd Floor CANCELLATION NOTICE", "https://oakland.legistar.com/MeetingDetail.aspx?ID=611809&GUID=82187667-7B35-4BEE-BDDF-2860B8023CFA&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=611809&GUID=82187667-7B35-4BEE-BDDF-2860B8023CFA", "None", "None", "None"
"Rules & Legislation Committee", "6/28/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=611247&GUID=9E547B00-E45D-40CF-A9CB-8045743C5A63", "10:45 AM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=611247&GUID=9E547B00-E45D-40CF-A9CB-8045743C5A63&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=611247&GUID=9E547B00-E45D-40CF-A9CB-8045743C5A63", "https://oakland.legistar.com/View.ashx?M=M&ID=611247&GUID=9E547B00-E45D-40CF-A9CB-8045743C5A63", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2789&Mode2=Video", "None"
"Public Safety Committee", "6/26/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=610923&GUID=5AFD86EE-B1F2-465C-981E-0319CDB76000", "6:00 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=610923&GUID=5AFD86EE-B1F2-465C-981E-0319CDB76000&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=610923&GUID=5AFD86EE-B1F2-465C-981E-0319CDB76000", "https://oakland.legistar.com/View.ashx?M=M&ID=610923&GUID=5AFD86EE-B1F2-465C-981E-0319CDB76000", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2788&Mode2=Video", "None"
"Life Enrichment Committee", "6/26/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=610928&GUID=646E192A-4ECC-4E04-B088-B2C097B71B3A", "4:00 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=610928&GUID=646E192A-4ECC-4E04-B088-B2C097B71B3A&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=610928&GUID=646E192A-4ECC-4E04-B088-B2C097B71B3A", "https://oakland.legistar.com/View.ashx?M=M&ID=610928&GUID=646E192A-4ECC-4E04-B088-B2C097B71B3A", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2787&Mode2=Video", "None"
" Special Concurrent Meeting of the Oakland Redevelopment Successor Agency and Community & Economic Development Committee", "6/26/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=610922&GUID=0B508754-5E7E-4D9B-AE36-15C7C7440D4F", "1:00 PM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=610922&GUID=0B508754-5E7E-4D9B-AE36-15C7C7440D4F&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=610922&GUID=0B508754-5E7E-4D9B-AE36-15C7C7440D4F", "https://oakland.legistar.com/View.ashx?M=M&ID=610922&GUID=0B508754-5E7E-4D9B-AE36-15C7C7440D4F", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2786&Mode2=Video", "None"
"Public Works Committee", "6/26/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=610925&GUID=7A785BE2-AE7B-4CEF-BA7A-BD7765408965", "11:30 AM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=610925&GUID=7A785BE2-AE7B-4CEF-BA7A-BD7765408965&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=610925&GUID=7A785BE2-AE7B-4CEF-BA7A-BD7765408965", "https://oakland.legistar.com/View.ashx?M=M&ID=610925&GUID=7A785BE2-AE7B-4CEF-BA7A-BD7765408965", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2785&Mode2=Video", "None"
"Concurrent Meeting of the Oakland Redevelopment Successor Agency and Finance and Management Committee", "6/26/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=610921&GUID=2A2D2491-D953-4B42-992D-7EDAAB895EB5", "9:30 AM", "Sgt. Mark Dunakin Room - Hearing Room 1", "https://oakland.legistar.com/MeetingDetail.aspx?ID=610921&GUID=2A2D2491-D953-4B42-992D-7EDAAB895EB5&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=610921&GUID=2A2D2491-D953-4B42-992D-7EDAAB895EB5", "https://oakland.legistar.com/View.ashx?M=M&ID=610921&GUID=2A2D2491-D953-4B42-992D-7EDAAB895EB5", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2784&Mode2=Video", "None"
"Rules and Legislation Committee - CANCELLED", "6/21/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=610355&GUID=473E35AA-9472-4399-B1DD-53D66F7E4A84", "10:45 AM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=610355&GUID=473E35AA-9472-4399-B1DD-53D66F7E4A84&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=610355&GUID=473E35AA-9472-4399-B1DD-53D66F7E4A84", "None", "None", "None"
" Concurrent Meeting of the Oakland Redevelopment Successor Agency and the City Council", "6/19/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=610354&GUID=1176EF24-9E8A-4121-90C7-90AC19B8DF6E", "5:30 PM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=610354&GUID=1176EF24-9E8A-4121-90C7-90AC19B8DF6E&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=610354&GUID=1176EF24-9E8A-4121-90C7-90AC19B8DF6E", "https://oakland.legistar.com/View.ashx?M=M&ID=610354&GUID=1176EF24-9E8A-4121-90C7-90AC19B8DF6E", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2776&Mode2=Video", "None"
"Rules and Legislation Committee - CANCELLED", "6/14/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=609104&GUID=28CA8BF3-1BBA-46F3-9F05-40E2B6F3221B", "10:45 AM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=609104&GUID=28CA8BF3-1BBA-46F3-9F05-40E2B6F3221B&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=609104&GUID=28CA8BF3-1BBA-46F3-9F05-40E2B6F3221B", "None", "None", "None"
"Public Safety Committee - CANCELLED", "6/12/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=609108&GUID=45BC7549-6AE8-4C88-B997-2F28FFC96965", "6:00 PM", "Sgt. Mark Dunakin Room - 1st Floor THIS MEETING HAS BEEN CANCELLED. THE NEXT REGULARLY SCHEDULED MEETING WILL BE JUNE 26, 2018.", "https://oakland.legistar.com/MeetingDetail.aspx?ID=609108&GUID=45BC7549-6AE8-4C88-B997-2F28FFC96965&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=609108&GUID=45BC7549-6AE8-4C88-B997-2F28FFC96965", "None", "None", "None"
"Life Enrichment Committee - CANCELLED", "6/12/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=609103&GUID=EEEB90BD-AE19-4AAC-9060-9F2223E102F0", "4:00 PM", "Sgt. Mark Dunakin Room - 1st Floor THIS MEETING HAS BEEN CANCELLED. THE NEXT REGULARLY SCHEDULED MEETING WILL BE JUNE 26, 2018.", "https://oakland.legistar.com/MeetingDetail.aspx?ID=609103&GUID=EEEB90BD-AE19-4AAC-9060-9F2223E102F0&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=609103&GUID=EEEB90BD-AE19-4AAC-9060-9F2223E102F0", "None", "None", "None"
"Community and Economic Development Committee - CANCELLED", "6/12/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=609107&GUID=4FF70A26-7307-4570-A17F-151637B76951", "1:30 PM", "Sgt. Mark Dunakin Room - 1st Floor THIS MEETING HAS BEEN CANCELLED. THE NEXT REGULARLY SCHEDULED MEETING WILL BE JUNE 26, 2018.", "https://oakland.legistar.com/MeetingDetail.aspx?ID=609107&GUID=4FF70A26-7307-4570-A17F-151637B76951&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=609107&GUID=4FF70A26-7307-4570-A17F-151637B76951", "None", "None", "None"
"Public Works Committee - CANCELLED", "6/12/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=609102&GUID=C134C44D-C240-4022-9D07-051F51C7ABC2", "11:30 AM", "Sgt. Mark Dunakin Room - 1st Floor THIS MEETING HAS BEEN CANCELLED. THE NEXT REGULARLY SCHEDULED MEETING WILL BE JUNE 26, 2018.", "https://oakland.legistar.com/MeetingDetail.aspx?ID=609102&GUID=C134C44D-C240-4022-9D07-051F51C7ABC2&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=609102&GUID=C134C44D-C240-4022-9D07-051F51C7ABC2", "None", "None", "None"
"Finance and Management Committee - CANCELLED", "6/12/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=609106&GUID=DAF818A6-1F19-4C15-8EC2-A88954FCC63F", "9:30 AM", "Sgt. Mark Dunakin Room - 1st Floor THIS MEETING HAS BEEN CANCELLED. THE NEXT REGULARLY SCHEDULED MEETING WILL BE JUNE 26, 2018.", "https://oakland.legistar.com/MeetingDetail.aspx?ID=609106&GUID=DAF818A6-1F19-4C15-8EC2-A88954FCC63F&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=609106&GUID=DAF818A6-1F19-4C15-8EC2-A88954FCC63F", "None", "None", "None"
"Rules and Legislation Committee - CANCELLED", "6/7/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=608368&GUID=59C7F5D0-8481-425B-9277-57EFB91B668C", "10:45 AM", "City Council Chamber, 3rd Floor CANCELATION NOTICE *** THIS RULES AND LEGISLATION MEETING HAS BEEN CANCELLED. THE NEXT REGULARLY SCHEDULED MEETING OF THE RULES AND LEGISLATION COMMITTEE IS JUNE 14, 2018.***", "https://oakland.legistar.com/MeetingDetail.aspx?ID=608368&GUID=59C7F5D0-8481-425B-9277-57EFB91B668C&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=608368&GUID=59C7F5D0-8481-425B-9277-57EFB91B668C", "None", "None", "None"
" Concurrent Meeting of the Oakland Redevelopment Successor Agency and the City Council", "6/5/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=609448&GUID=0684687D-60EB-45FB-9E9F-9BB4AD6387E1", "5:30 PM", "City Council Chamber, 3rd Floor CANCELLED THE CONCURRENT OAKLAND REDEVELOPMENT SUCCESSOR AGENCY AND CITY COUNCIL MEETING HAS BEEN CANCELLED. ALL ITEMS HAVE BEEN REFFERED TO THE *SPECIAL CONCURRENT OAKLAND REDEVELOPMENT SUCCESSOR AGENCY AND CITY COUNCIL MEETING ON JUNE 5, 2018 AT 5 PM", "https://oakland.legistar.com/MeetingDetail.aspx?ID=609448&GUID=0684687D-60EB-45FB-9E9F-9BB4AD6387E1&Options=info&Search=", "None", "None", "None", "None"
"Special Concurrent Meeting of the Oakland Redevelopment Successor Agency/City Council", "6/5/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=608367&GUID=926586FE-AB23-4331-8A11-C912BDDC6B65", "5:00 PM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=608367&GUID=926586FE-AB23-4331-8A11-C912BDDC6B65&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=608367&GUID=926586FE-AB23-4331-8A11-C912BDDC6B65", "https://oakland.legistar.com/View.ashx?M=M&ID=608367&GUID=926586FE-AB23-4331-8A11-C912BDDC6B65", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2762&Mode2=Video", "None"
"Rules and Legislation Committee - CANCELLED", "5/31/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=607574&GUID=8D019E88-19B7-4F15-AF14-4D04B4958DDF", "10:45 AM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=607574&GUID=8D019E88-19B7-4F15-AF14-4D04B4958DDF&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=607574&GUID=8D019E88-19B7-4F15-AF14-4D04B4958DDF", "None", "None", "None"
" Special Meeting of the Oakland City Council", "5/29/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=607537&GUID=B11CD5BB-0E9A-4BAD-9B62-E008DDE03B69", "5:00 PM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=607537&GUID=B11CD5BB-0E9A-4BAD-9B62-E008DDE03B69&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=607537&GUID=B11CD5BB-0E9A-4BAD-9B62-E008DDE03B69", "https://oakland.legistar.com/View.ashx?M=M&ID=607537&GUID=B11CD5BB-0E9A-4BAD-9B62-E008DDE03B69", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2757&Mode2=Video", "None"
"Rules & Legislation Committee", "5/24/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=606555&GUID=46DC5E5D-AA49-47EF-B04C-57ACAF3DA135", "10:45 AM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=606555&GUID=46DC5E5D-AA49-47EF-B04C-57ACAF3DA135&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=606555&GUID=46DC5E5D-AA49-47EF-B04C-57ACAF3DA135", "https://oakland.legistar.com/View.ashx?M=M&ID=606555&GUID=46DC5E5D-AA49-47EF-B04C-57ACAF3DA135", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2753&Mode2=Video", "None"
"Public Safety Committee - CANCELLED", "5/22/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=606594&GUID=BA31D240-8A05-477C-83EF-3B809D7CB02A", "6:00 PM", "Sgt. Mark Dunakin Room - 1st Floor DUE TO A LACK OF QUORUM THIS PUBLIC SAFETY COMMITTEE HAS BEEN CANCELLED. THE NEXT REGULARLY SCHEDULED PUBLIC SAFETY COMMITTEE MEETING WILL BE HELD ON JUNE 12, 2018.", "https://oakland.legistar.com/MeetingDetail.aspx?ID=606594&GUID=BA31D240-8A05-477C-83EF-3B809D7CB02A&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=606594&GUID=BA31D240-8A05-477C-83EF-3B809D7CB02A", "None", "None", "None"
"Life Enrichment Committee", "5/22/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=606554&GUID=D8496718-74CC-4A31-B995-3323A614826A", "4:00 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=606554&GUID=D8496718-74CC-4A31-B995-3323A614826A&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=606554&GUID=D8496718-74CC-4A31-B995-3323A614826A", "https://oakland.legistar.com/View.ashx?M=M&ID=606554&GUID=D8496718-74CC-4A31-B995-3323A614826A", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2750&Mode2=Video", "None"
"Community & Economic Development Committee", "5/22/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=606593&GUID=B3D0D33B-7029-42B1-BEBB-B07C6F27BE69", "1:30 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=606593&GUID=B3D0D33B-7029-42B1-BEBB-B07C6F27BE69&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=606593&GUID=B3D0D33B-7029-42B1-BEBB-B07C6F27BE69", "https://oakland.legistar.com/View.ashx?M=M&ID=606593&GUID=B3D0D33B-7029-42B1-BEBB-B07C6F27BE69", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2749&Mode2=Video", "None"
"Public Works Committee", "5/22/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=606553&GUID=5947614A-3C04-4E63-A435-99519A376326", "11:30 AM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=606553&GUID=5947614A-3C04-4E63-A435-99519A376326&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=606553&GUID=5947614A-3C04-4E63-A435-99519A376326", "https://oakland.legistar.com/View.ashx?M=M&ID=606553&GUID=5947614A-3C04-4E63-A435-99519A376326", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2748&Mode2=Video", "None"
"Special Finance & Management Committee", "5/22/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=606592&GUID=23B152AC-6AEC-4C29-815A-B0FB551B709B", "9:00 AM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=606592&GUID=23B152AC-6AEC-4C29-815A-B0FB551B709B&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=606592&GUID=23B152AC-6AEC-4C29-815A-B0FB551B709B", "https://oakland.legistar.com/View.ashx?M=M&ID=606592&GUID=23B152AC-6AEC-4C29-815A-B0FB551B709B", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2746&Mode2=Video", "None"
"Rules & Legislation Committee", "5/17/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=605740&GUID=0C577D3A-5C8E-4F88-892D-3AF8C936698F", "10:45 AM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=605740&GUID=0C577D3A-5C8E-4F88-892D-3AF8C936698F&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=605740&GUID=0C577D3A-5C8E-4F88-892D-3AF8C936698F", "https://oakland.legistar.com/View.ashx?M=M&ID=605740&GUID=0C577D3A-5C8E-4F88-892D-3AF8C936698F", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2741&Mode2=Video", "None"
" Concurrent Meeting of the Oakland Redevelopment Successor Agency and the City Council", "5/15/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=605708&GUID=37924418-459C-42EF-8A86-7950D0B91ACC", "5:30 PM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=605708&GUID=37924418-459C-42EF-8A86-7950D0B91ACC&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=605708&GUID=37924418-459C-42EF-8A86-7950D0B91ACC", "https://oakland.legistar.com/View.ashx?M=M&ID=605708&GUID=37924418-459C-42EF-8A86-7950D0B91ACC", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2739&Mode2=Video", "None"
"Rules & Legislation Committee", "5/10/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=604550&GUID=6EF163B4-57C9-4290-B66F-F8A467BCF512", "10:45 AM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=604550&GUID=6EF163B4-57C9-4290-B66F-F8A467BCF512&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=604550&GUID=6EF163B4-57C9-4290-B66F-F8A467BCF512", "https://oakland.legistar.com/View.ashx?M=M&ID=604550&GUID=6EF163B4-57C9-4290-B66F-F8A467BCF512", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2733&Mode2=Video", "None"
"Public Safety Committee", "5/8/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=604551&GUID=6FCA97F5-D949-4531-AF9C-850DD52ED461", "6:00 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=604551&GUID=6FCA97F5-D949-4531-AF9C-850DD52ED461&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=604551&GUID=6FCA97F5-D949-4531-AF9C-850DD52ED461", "https://oakland.legistar.com/View.ashx?M=M&ID=604551&GUID=6FCA97F5-D949-4531-AF9C-850DD52ED461", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2732&Mode2=Video", "None"
